Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
KMeans,Moons,-,-,,,10,0.47896884177846866,5.551115123125783e-17,0.4879604640613248,1.137640067256873e-16,0.5009161100024357,1.046425152425597,,,,,,,,
DBSCAN,Moons,-,-,,,10,0.9933554078979533,0.0,0.017502488854272115,1.508311886450353e-17,0.004248210007790476,0.001606887392907423,,,,,,,,
KMeans,3 Circles,-,-,,,10,0.44427827189302505,0.001412614165912235,0.40986816970203555,0.0035944331095293346,0.06712258998304606,0.006792022205402553,,,,,,,,
DBSCAN,3 Circles,-,-,,,10,0.18716667220567862,0.0004282094211906041,0.1265458073088476,0.0005786473630675606,0.0030914800125174226,0.00011123071677891903,,,,,,,,
KMeans,Cancer,-,-,,,10,0.6673014390286682,0.006838417318825174,0.34465565222090827,0.0006367057650650626,0.06911395001225173,0.004301680705185662,,,,,,,,
DBSCAN,Cancer,-,-,,,10,0.0,0.0,,,0.006609689979813993,0.0024774557368270438,,,,,,,,
KMeans,Iris,-,-,,,10,0.6173549250167925,0.008340767610736223,0.4602576189139381,0.0009281391262555301,0.04831395001383498,0.0010893030694571798,,,,,,,,
DBSCAN,Iris,-,-,,,10,0.0,0.0,,,0.00216751997359097,0.00031679321849418466,,,,,,,,
LocStab,Moons,B,S,0.25,0.35,10,0.3142127880532564,0.018318491500256853,0.47933350545327436,0.012301950775914113,0.09507089998805895,0.01490027503667611,342.5,23.5,1.0,0.0,5.4,0.4898979485566356,0.0,0.0
LocStab,Moons,B,P,0.25,0.35,10,0.3256255225177644,0.01588527432568576,0.4871782821905956,0.0112103853049495,0.0727710000006482,0.026504296576487684,326.1,26.055517649818434,1.0,0.0,5.7,0.45825756949558405,0.0013882204243029674,0.003378634292739229
LocStab,Moons,B,KM,0.25,0.35,10,0.3169611587414373,0.018954195457160455,0.4795399033553169,0.011610918130749609,0.03555261000292376,0.006254367554926988,152.4,8.879189152169246,1.0,0.0,5.4,0.4898979485566356,0.32285733540087086,0.012261603279785427
LocStab,Moons,B,D,0.25,0.35,10,0.3016431241915578,0.0015268226926274631,0.4701058565517367,0.0005328531494225753,0.04173514998983592,0.007002720392398131,157.3,0.45825756949558405,1.0,0.0,5.0,0.0,0.30554947429500084,0.0015153579032873305
LocStab,Moons,AF,S,0.25,0.35,10,0.38035170471246843,0.05328957888805717,0.4068298249559307,0.0687117346177696,0.09369737001834437,0.01559020984572373,306.9,9.914131328563284,1.0,0.0,5.3,0.45825756949558405,0.0,0.0
LocStab,Moons,AF,P,0.25,0.35,10,0.7287035550275979,0.048557766419831117,0.14820011798633148,0.049732885636836935,0.03363831996684894,0.00666605155750808,145.2,13.969967788080258,1.0,0.0,3.9,0.3,0.0053221839024659295,0.007080409196938498
